customer_id,customer_name,cust_first_inv_date,ar_pct_curr,delivery_count,net_sales_amt,cust_mar_qual
100099350,3 J HOSPITALITY,2013-06-28,0.352,12,20129.27,0.312
100099820,T- MICHAELS,2013-07-10,0.396,12,17984.17,0.411
100100211,AIRPORT CAFES LLC,2023-05-04,0.836,12,31776.53,0.33
100100249,HONG KONG BUFFET,2013-07-24,0.85,12,9436.98,0.392
100100594,KT'S PUB,2013-07-30,0.779,12,16088.54,0.278
100101548,Primal Meats,2013-10-23,0.997,12,14719.18,0.201
100101565,ROCK AT BIG FISH LAKE (THE),2013-09-27,0.978,12,40907.22,0.354
100102064,D'AMATO'S,2013-08-29,0.969,12,16801.43,0.267
100102454,FORT GOLF COURSE (THE),2024-04-04,0.87,12,14111.08,0.44
100102471,OSBORN'S COUNTRY KITCHEN,2016-12-20,0.978,12,27924.08,0.299
100102738,CLAY OVEN INDIAN RESTAURANT,2024-02-29,0.736,12,28551.86,0.226
100102942,STU'S PUB,2013-09-25,0.974,12,10071.12,0.402
100103253,SAND BURR,2013-10-07,0.75,12,20623.22,0.221
100103885,KOI ASIAN BISTRO,2020-04-27,0.773,12,18859.56,0.265
100103986,ORIGINAL GINO'S PIZZA- CENTRAL & MONROE,2023-11-03,1,12,8755.8,0.235
100104129,ODELL'S IRISH PUB & ALE HOUSE,2013-11-08,0.881,12,38300.61,0.234
100104270,DEPOT STREET MARKET,2013-11-12,0.674,12,20641.05,0.381
100104415,CAFE BREVE,2013-11-27,0.986,12,9735.58,0.235
100104648,NORTHSIDE LANES,2014-01-29,0.929,12,21910.02,0.266
100104775,GITA PITA,2013-12-23,0.319,12,29928.56,0.295
100104883,MAUDE'S TAPHOUSE,2014-01-21,0.269,12,14959.9,0.359
100105118,TIN GOOSE DINER,2013-12-02,0.999,12,13914.68,0.339
100105481,TUSCAN HALL,2014-03-13,0.504,12,38557.23,0.196
100105664,PETE'S DINER,2013-12-17,0.373,12,30399.99,0.202
100105868,ROMA PIZZA 3,2024-02-27,0.585,12,20930.78,-0.009
100106053,CONEY ISLAND CAFE & GRILL,2014-01-08,0.635,12,27805.08,0.284
100106235,NICKY'S RIBS - OGDEN,2014-01-20,0.352,12,14192.32,0.23
100106282,THE ITALIAN COUSIN,2020-12-23,0.884,12,12390.54,0.215
100106307,JADE GARDEN,2014-01-22,0.854,12,12983.47,0.241
100106369,CHENG'S BUFFET & GRILL,2014-01-17,0.808,12,24044.86,0.444
100106427,TOKYO STEAKHOUSE II,2014-03-07,0.979,12,61008.65,0.068
100106458,TAP ROOM (THE),2014-06-19,0.738,12,51676.35,0.36
100107145,JERSEY GIANT - CHARLOTTE 146210E,2023-10-31,0.836,12,17863.62,0.109
100107315,HOLIDAY INN,2024-03-01,0.452,12,1949.49,0.551
100107443,SICILY TRATTORIA,2014-02-19,0.962,12,11038.55,0.313
100107564,Virtues Golf Club,2017-05-11,0.976,12,21276.53,0.316
100108733,Wild Willy's Bar & Grill,2022-07-20,0.996,12,10614.76,0.282
100108750,MCGOVERN'S FAMILY RESTAURANT,2014-03-25,0.982,12,42416.54,0.175
100109340,MANSFIELD FUEL & FOOD MART,2014-04-16,1,12,10173.07,0.376
100109442,Eagle's One Stop,2023-11-01,0.901,12,12920.26,0.277
100109741,GREEN HILLS GOLF CLUB,2014-04-23,0.678,12,9239.58,0.303
100109744,BIG ROCK MARKET,2014-04-18,1,12,10071.88,0.235
100110295,GAZEBO BANQUET CENTER,2014-05-02,0.821,12,76223.04,0.309
100110573,MONTY'S RESTAURANT,2014-05-23,0.288,12,20243.02,0.153
100110836,TEDDY BEAR DAY CARE INC,2014-06-02,0.866,12,10259.95,0.256
100111037,FAR LAND ON THE BEACH,2024-05-31,0.999,12,12322.53,0.27
100111249,MUGG & BOPPS #7,2023-11-02,0.994,12,24158.79,0.375
100111351,CHAPP'S LANDING,2014-05-30,0.997,12,16701.48,0.434
100111424,CONEY DOG CAFE-FORT WAYNE,2023-11-03,0.723,12,25433.62,0.204
100111430,OPA CONEY & GRILL,2015-01-20,0.997,12,28000.84,0.216
100112221,STORY HILL BKC,2023-11-06,0.99,12,10686.85,0.247
100112239,"FENNER HILL COUNTRY CLUB, LLC",2014-06-13,0.984,12,24674.07,0.252
100112325,TEDDY BEAR DAY CARE,2024-02-28,0.822,12,12271.65,0.238
100112412,PUCKERBRUSH,2014-07-10,0.773,12,19517.16,0.466
100112436,EL VALLARTA,2014-06-17,0.997,12,18931.34,0.233
100112767,Pinecraft Icecream and Pizza Shoppe,2014-06-30,0.958,12,14975.18,0.301
100113197,KEWPEE,2014-07-21,0.835,12,20393.86,0.293
100113273,KEWPEE - WEST,2024-02-27,1,12,11740.87,0.293
100113350,STUMPKNOCKER ON THE RIVER,2023-05-02,0.667,12,12687.78,0.103
100113414,PAD THAI,2024-02-29,0.988,12,14017.02,0.309
100113417,RAILS END (THE),2014-08-08,0.939,12,15098.69,0.266
100113522,UPTOWN DELI AND BREW,2024-02-29,0.729,12,42887.51,0.203
100113758,JOE'S PIZZA AND PASTA - SALEM,2024-02-27,0.97,12,11012.77,0.229
100113843,UGLY MUG BAR & GRILL (THE),2014-07-25,0.923,12,15011.97,0.329
100113898,BEST WESTERN,2015-12-14,0.996,12,16831.92,0.367
100114161,GERMAIN BMW OF NAPLES,2014-08-20,0.503,12,12276.79,0.324
100114177,STEVE'S FAMOUS DINER,2023-05-02,0.985,12,22596.12,0.191
100114671,MAGID GLOVE - ATTN: CHEF ROBERT BROWN,2023-11-01,0.867,12,50124.89,0.331
100114912,ZAATAR W ZEIT,2014-08-22,0.718,12,13701.84,0.231
100114954,NEW MEADOW RUN,2014-08-28,0.98,12,12058.04,0.395
100115178,ONION PUB & BREWERY,2014-10-16,0.813,12,19971.23,0.267
100115191,MOHICAN COUNTRY MARKET,2015-03-12,0.996,12,25507.89,0.424
100115528,IRON BRIDGE INN,2022-07-20,0.835,12,31637.84,0.086
100115533,SPRINGFIELD GRILLE ADAMS,2022-07-15,0.974,12,15244.73,0.27
100115744,PINE KNOB MANSION,2014-10-08,0.622,12,47868.47,0.335
100115934,"ROSSI'S FIVE GABLES, INC",2014-09-18,0.924,12,24682.26,0.308
100116055,"BETSY ROSS HOUSE, THE",2014-09-23,0.711,12,13819.65,0.289
100116219,MICKEY'S PIZZA,2014-09-17,0.725,12,28878.1,0.267
100116433,SHARKS FISH & CHICKEN,2014-10-02,0.99,12,18849.08,0.07
100116435,KARMA BAR & GRILL,2018-12-18,0.226,12,20821.71,0.194
100116558,IRON HORSE ROYAL OAK,2023-11-03,0.961,12,8857.14,0.361
100116644,ROMA'S FAMILY RESTAURANT,2014-10-02,-8.539,12,14036.99,0.301
100117057,BLUEGRASS RESTAURANT,2014-10-08,0.584,12,34319.92,0.208
100117410,BOULEVARD BURGERS & TAP HOUSE,2023-05-04,0.898,12,38486.04,0.26
100117593,JOE'S PIZZA & PASTA - COLUMBIA,2014-12-02,0.794,12,12693.57,0.305
100117742,White Buffalo Trading Post LLC,2014-10-28,0.58,12,14621.37,0.301
100118017,MILO'S,2024-03-01,0.997,12,23089.6,0.224
100118179,EL TACO VELOZ SMYRNA #4,2023-08-01,1,12,14251.23,0.07
100118264,SPRING VALLEY COMMUNITY,2014-11-11,0.976,12,9617.93,0.387
100118773,TAVERN AT TINA'S (THE),2014-11-21,0.943,12,32514.43,0.26
100118872,BREAKFAST CLUB (THE),2014-11-20,0.946,12,18647.81,0.298
100118929,PAPPY'S PUB,2020-06-11,0.773,12,16537.39,0.338
100119036,LA QUINTA INN-CLEARWATER CENTRAL,2014-11-26,0.874,12,28281.67,0.466
100119199,SPILLWAY BAR & GRILL,2014-11-25,0.89,12,20307.39,0.155
100119780,BEST STEAK HOUSE (THE),2016-07-28,0.986,12,20852.62,0.303
100119855,BAGATELLE RESTAURANT,2015-11-19,1.013,12,15235.44,0.232
100120472,EARLY LEARNING SCHOLARS,2015-01-16,0.932,12,25007.54,0.434
100120789,HOKKAIDO JAPANESE STEAK & SUSHI,2015-01-23,0.998,12,32303.78,0.167
100120801,BUFFALO'S CAFE CARTERSVILLE,2015-05-07,0.997,12,14131.08,0.198
100120806,Buffalo's Cafe Cumming,2023-08-11,0.995,12,14700.74,0.08
100121127,FLAVOR BRUNCH,2015-07-16,0.65,12,15729.88,0.44
100121411,OLD BOWIE TOWN GRILLE,2018-01-16,0.761,12,14849.68,0.227
100121416,TAMBCO,2015-02-02,0.965,12,31242.06,0.299
100121519,Westside Bagels Weston,2015-02-10,1,12,12936.06,0.1
100121643,RIVERSIDE CLUB BAR & GRILL,2023-05-04,0.846,12,11477.2,0.235
100122232,Bake Me Happy,2015-03-19,0.992,12,14729.99,0.36
100122382,LYNDELL'S BAKERY,2024-02-29,0.997,12,26879.07,0.259
100122433,Altona Supper Club,2015-02-18,0.981,12,22710.24,0.179
100122509,BACHETTI BROTHERS OF KIRKWOOD,2015-04-09,0.981,12,20392.52,0.174
100122975,FRATE'S DRIVE-IN,2015-02-28,0.995,12,26728.74,0.19
100123055,FIREPIT BAR & GRILLE,2017-05-18,0.791,12,19924.09,0.27
100123252,CASA HERNANDEZ,2012-01-13,0.998,12,21379.67,0.298
100123456,CUZ N LAWS,1997-10-30,0.944,12,19055.03,0.109
100126482,TAMU ATHLETICS- PDC WEST,2014-10-14,0.899,12,18441.48,0.429
100126694,PICOSITOS MEXICAN REST,2005-11-17,0.617,12,25509.84,0.227
100127099,TEXAS STAR CAFE,2002-08-16,1.065,12,46158.25,0.305
100127113,TEXAS KOUNTRY KITCHEN,2010-11-24,0.248,12,15459.56,0.251
100127121,SOL DE MEXICO TAQUERIA,2003-01-16,0.627,12,21744.76,0.213
100127157,SWANSON GOLF CENTER,2009-08-24,1,12,23017.03,0.274
100128834,PENNY HILL SHOPPE,2015-04-01,0.735,12,21276.25,0.316
100128928,MINO,2016-02-23,0.986,12,16775.35,0.316
100128940,The Chop Shop,2023-10-19,0.8,12,12861.24,0.193
100129070,TEL-WINK GRILL,1999-01-06,0.526,12,89681.92,0.272
100129173,The Pancake House - Westerville,2015-03-12,1,12,20108.14,0.252
100129759,BUCCILLI'S,2015-04-02,0.683,12,15835.09,0.372
100129773,RINCONCITO LATINO- 40 ST,2015-05-04,0.874,12,17103.9,0.138
100130318,WHITE EAGLE BANQUETS & RESTAURANT,2015-06-11,0.957,12,14786.81,0.287
100130672,NICKY'S RT 59,2015-04-16,0.999,12,21094.32,0.208
100130720,HONG KONG BUFFET & GRILL,2015-04-17,0.722,12,42280.46,0.136
100130919,FAMILY TREE CAFE,2015-04-22,0.999,12,25377.28,0.427
100131049,Mystic Creek Golf Club - 286517E,2015-05-08,0.794,12,44304,0.233
100131650,HAPPY DOG BARKERY,2015-05-12,0.907,12,19296.94,0.407
100131918,MUSASHI JAPANESE RESTAURANT,2015-05-12,0.846,12,11897.12,0.251
100132240,SIMPLY FRESH MEDITERANEAN GRILL,2019-04-12,1,12,18447,0.18
100132667,STEADY EDDY'S MARKET CAFE,2022-07-20,0.983,12,17985.15,0.327
100132782,RANCHERO KING BUFFET/DURA,2009-09-29,0.927,12,50049.19,0.054
100132972,LEE'S MARKET-STARFISH BAKERY,2024-02-27,0.998,12,29244.56,0.277
100133136,ALOHA CAMP STORE,2015-06-11,0.773,12,14620.28,0.42
100133303,MONSOON SIAM,2015-06-04,0.993,12,18047.36,0.18
100133968,MASTERS RESTAURANT,2015-06-17,0.802,12,16431.34,0.157
100133995,Crave Burgers and Wings,2023-02-24,0.988,12,12370.97,0.155
100134426,SNOOKERS POOL & PUB SCHOOLCRAFT,2023-11-01,1,12,10920.14,0.263
100134998,SNEAKY PETES,2015-07-08,0.99,12,10178.52,0.343
100135098,BAKER OF PORT HURON,2015-07-06,0.962,12,30865.67,0.292
100135690,OCEAN REEF HOTEL,2023-05-04,0.996,12,12157.35,0.348
100135730,SAMS CONEY RESTAURANT,2023-11-02,0.993,12,20762.82,0.237
100136422,A SLICE OF ITALY,2015-08-28,0.484,12,25554.68,0.27
100136547,ANNIES FAMILY RESTAURANT & BAKERY,2015-08-17,0.458,12,19663.41,0.136
100136605,CLUBHOUSE PIZZA -NEY,2015-09-02,0.398,12,13444.37,0.167
100136709,GENERATIONS COFFEE & SANDWICH SHOP,2015-08-13,0.989,12,13554.57,0.326
100137074,BEST WESTERN HILLIARD INN & SUITES,2015-08-20,0.14,12,18244.23,0.22
100137153,PASQUALES PIZZA AND PASTA,2024-02-29,0.919,12,30245.29,0.144
100137248,FUJI HANA STEAK & SUSHI,2017-05-02,0.623,12,30168.73,0.037
100137395,CLARKSVILLE SENIOR CITIZENS CENTER,2021-08-11,0.998,12,16622.04,0.374
100137400,Windy City Grille,2015-09-04,0.973,12,8807.5,0.107
100137533,DIXIE DINER,2015-08-21,0.403,12,14123.06,0.329
100137547,DEPASQUALE'S AT NIGHT CAPE CORNER,2015-10-07,0.998,12,21843.39,0.336
100138143,DISCH'S ROUTE 53 TAVERN,2018-10-18,0.798,12,17607.62,0.512
100138200,RANCH HAND CAFE,2022-11-18,1,12,19904.19,0.239
100138310,BEST WESTERN PREMIER LOUISVILLE FAIR &,2019-06-27,0.9,12,48021.91,0.356
100139173,Jack Beagles,2023-11-03,1.992,12,18697.26,0.233
100139249,NUTMEG'S CAFE OF SEBRING,2015-10-30,0.82,12,10240.69,0.319
100139714,MULLIGAN'S,2016-04-08,0.347,12,36529.29,0.34
100140047,TOKYO LY INC,2015-11-04,0.707,12,18806.06,0.216
100140150,Se7en Bites,2015-10-28,0.999,12,13727.76,0.155
100140970,STACY'S,2015-10-29,0.84,12,12010.12,0.175
100141593,Zanesville Eagle 302,2023-07-18,0.988,12,37625.89,0.359
100142200,DAVINCI'S PIZZA,2023-08-01,0.994,12,11569.51,0.158
100142298,DETROIT PIZZA FACTORY,2015-12-18,0.99,12,57563.75,0.135
100142611,SHOGUN JPN STEAKHOUSE OF BRENTWOOD,2015-12-22,0.909,12,11594.29,0.135
100142947,SAM & CHARLIES,2017-01-31,0.323,12,13900.2,0.173
100144069,COMFORT INN AND SUITES AIRPORT,2022-02-17,0.729,12,11559.69,0.366
100144086,RAYS MEXICAN RESTAURANT,2020-05-26,0.987,12,32546.4,0.103
100144102,MUIR MINI MART,2023-11-02,0.603,12,41277.26,0.298
100144183,BIENERS PIZZERIA,2016-02-16,0.893,12,11095.53,0.33
100144591,JEFF'S MANCINOS,2021-12-09,0.718,12,17662.88,0.281
100144713,LIVERY (THE),2024-06-20,0.952,12,6547.55,0.244
100144748,SA XPRESS,2016-02-22,0.782,12,15209.52,0.228
100145129,THAI KITCHEN,2023-11-01,0.979,12,15433.78,0.238
100145254,FRIEND MARKET BISTRO,2023-05-01,0.738,12,11614.65,0.217
100145310,PRAIRIE ISLE GOLF CLUB,2024-03-07,0.689,12,12922.07,0.314
100145358,MARIA'S PIZZA,2016-03-23,0.985,12,21004.13,0.154
100145398,Portugal Wine Bar & Grill,2022-11-11,0.788,12,20992.46,0.178
100145836,SANDY CREEK GOLF COURSE,2016-04-27,0.993,12,13809.03,0.451
100146562,ANEW,2016-05-16,0.986,12,14413.33,0.382
100146615,GREEN ACRES DAIRY BAR,2024-05-02,0.99,12,18694.35,0.33
100146796,PRIMAL ORGANIC,2016-04-01,0.713,12,10261.07,0.242
100147131,Uncle Johns Cider Mill,2016-05-09,0.787,12,47405.78,0.423
100147276,FRANKENMUTH PASTY HAUS,2023-11-02,0.779,12,13397.69,0.376
100147441,MANCINO'S OF COLDWATER,2016-04-13,0.987,12,9540.27,0.285
100147532,TANGO SUR,2016-04-08,0.265,12,32879.72,0.394
100147642,MR C'S RESTAURANT,2021-10-21,1,12,11424.73,0.27
100147653,GARDEN DELI,2016-04-13,0.989,12,16510.77,0.317
100147808,FRYES ROLLER RINK,2016-04-14,0.893,12,17888.25,0.395
100147886,Comfort Inn Kenosha Wi 369203E,2016-05-05,0.991,12,12828.45,0.312
100148234,CHILD CARE RESOURCES,2016-04-27,1.125,12,13530.35,0.356
100148303,TOO RA LOO,2023-10-31,0.243,12,14705.72,0.191
100148728,ICHIBAN - GEORGESVILLE,2016-07-27,0.573,12,22503.27,0.169
100149060,PAW PAW'S CATFISH KITCHEN LLC,2018-04-13,0.969,12,13789.61,0.198
100149136,DASHING DINERS UPTOWN,2016-06-10,0.961,12,16885.46,0.345
100149504,SARGENT COUNTRY STORE,2016-05-19,0.566,12,13026.42,0.375
100149538,WALK CAFE AND BAKERY (THE),2016-05-24,1,12,10047.05,0.445
100150082,KERNS KORNER,2016-06-15,0.995,12,12259.93,0.344
100150633,NORTHERN EXPOSURE CAMPGROUND,2016-06-14,0.856,12,18183.62,0.277
100150768,INDULGE COFFEE & SANDWICH COMPANY,2024-02-28,0.999,12,21468.25,0.343
100151002,BLUE ORCHID THAI CUISINE,2016-07-22,0.683,12,21763.76,0.251
100151343,HUNGRY JACK,2016-07-02,0.99,12,19829.38,0.268
100151496,CUP- CENTRAL WEST END (THE),2016-08-17,0.987,12,14791.81,0.295
100151538,CHINA KING,2016-06-30,0.368,12,15083.43,0.243
100151568,ALPINE BAKERY & TRATTORIA,2021-07-29,0.764,12,20566.56,0.154
100151770,WOODS DELI,2016-07-07,0.993,12,20987.83,0.341
100151788,HONEST JOHNS,2016-07-13,0.984,12,50442.08,0.185
100152039,FALLS AT BARBER CREEK GOLF CC,2016-07-14,0.992,12,28344.03,0.32
100152086,FARM DRINKERY (THE),2016-11-09,1,12,14927.41,0.282
100152220,BAB PLUS KOREAN RESTAURANT,2016-07-14,1,12,11605.76,0.306
100152376,MAMA'S PIZZA EXPRESS- HUNTSVILLE,2023-08-03,0.996,12,18910.79,0.187
100152474,COUNTRY INN RESTAURANT,2016-08-18,0.989,12,12900.69,0.275
100152786,CORNER CAFE,2016-09-26,0.887,12,17312.46,0.439
100152864,HIROSAKI,2016-08-04,0.99,12,55156.19,0.256
100152877,LA BAMBA VI,2023-05-04,0.359,12,51093.65,0.142
100153566,Kelly's Cajun Grill,2021-12-15,1,12,17672.16,0.249
100154129,GERLACH'S BOWLING CENTER,2016-08-31,0.977,12,11927.29,0.453
100154166,US NATIONAL WHITEWATER CENTER,2023-03-15,0.945,12,11572.7,0.252
100154530,CYPRESS LAKES GOLF CLUB 85356E,2023-08-03,1.138,12,15841.4,0.195
100154668,SWOPE TOYOTA,2016-09-06,1,12,19326.46,0.288
100154772,PAO BRASIL BAKERY,2024-02-29,0.984,12,19872.89,0.33
100154805,RESIDENCE INN AT BELTWAY 8 - HOU 85982E,2023-08-04,1,12,16757.21,0.212
100154902,Red Door Tavern,2023-06-08,0.728,12,20687.87,0.298
100155018,KATIMALI'S,2016-09-22,0.785,12,17517.56,0.37
100155260,Wingate-Detroit Metro Airport,2022-05-05,0.988,12,16620.32,0.264
100155366,CAFE ONE,2016-09-30,0.96,12,14042.01,0.145
100155391,NYX LINDEN,2016-10-24,1,12,26616.35,0.437
100155541,FIRST REDEEMER CHURCH,2021-09-02,0.996,12,14732.79,0.153
100155544,First Redeemer- Coffee Lodge,2021-09-13,0.992,12,4867.1,0.142
100155783,"FAIRFIELD CHILDRENS LIGHTHOUSE, INC",2018-09-18,0.991,12,22765.65,0.325
100156060,I-55 TONI'S CAFE,2019-06-07,0.771,12,24288.7,0.25
100156192,ST LUKE CATHOLIC CHURCH & SCHOOL,2016-11-01,0.904,12,13525.17,0.384
100156768,GRANDVIEW TAVERN,2016-10-21,0.958,12,48051.56,0.294
100157463,RYAN'S PIER,2016-10-13,0.917,12,31528.16,0.375
100157624,PUB IN THE PARK,2017-05-03,0.729,12,28079.71,0.206
100157863,GOODFELLAS PIZZA #4,2023-05-02,0.393,12,14402.24,0.187
100158063,MR JB'S SKY BAR & GRILL/MBS,2023-11-02,1,12,15577.04,0.391
100158339,KALDI'S COFFEE ROASTING CO,2024-02-28,0.995,12,35131.04,0.349
100158461,JOES PIZZA OF BENTON,2024-02-28,0.991,12,10894.68,0.23
100159172,BRICK STREET CAFE,2016-11-11,0.415,12,28880.74,0.241
100159833,Poppyseed Market,2022-07-14,4.155,12,9999.82,0.268
100160431,EXCLUSIVE CATERING,2016-12-07,0.699,12,33795.56,0.251
100160606,LIVE OAK COFFEE HOUSE,2018-03-14,0.992,12,23054.29,0.361
100160809,UK ATHLETICS,2016-12-16,0.917,12,40824.15,0.429
100160878,BON ME AT HANOVER ST,2024-03-06,1,12,8164.7,0.164
100161508,RANCHERO KING BUFFET,2023-07-31,0.947,12,54619.05,0.047
100161754,FROM SCRATCH,2017-01-18,0.999,12,38414.81,0.199
100161954,Harbor Inn Seafood,2023-05-16,0.99,12,11907.01,0.169
100162205,CLARKS TAVERN,2017-01-19,0.909,12,12942.4,0.367
100162514,Bakery on the Corner,2017-02-02,0.87,12,8648.82,0.393
100162696,KAVA HAUS,2020-04-24,0.881,12,11379.71,0.305
100162810,Napoli on the Bay -4,2023-05-08,0.996,12,17153.25,0.083
100162842,PHILLIPS EVENT CENTER,2017-02-20,0.644,12,18781.6,0.308
100162964,GRACIE'S,2017-03-15,0.992,12,17774.72,0.319
100163127,LAPALOMA MEX LLC,2017-02-08,0.902,12,14670.95,0.271
100163415,CHERRY REPUBLIC -  HOLLAND,2023-11-02,0.901,12,2845.94,0.39
100163452,Bea's Cafe,2021-06-11,1,12,31328.78,0.196
100163793,HARD FUEL MEALS,2017-03-03,0.79,12,45290.93,0.297
100163921,DEEPWATER SEAFOOD,2017-03-01,0.887,12,19620.06,0.168
100164139,ROUTE 51 BREWING COMPANY,2017-06-30,0.611,12,14472.47,0.238
100164173,CAFE AMERICANA,2022-04-07,0.784,12,12876.76,0.346
100164595,CAROLINA FINE FOOD- WOODRUFF,2023-08-02,0.533,12,15498.7,0.18
100164656,NATALITAS 2 MEXICAN RESTAURANT,2022-06-08,0.907,12,33047.16,0.089
100164962,WINDROSE GOLF CLUB,2017-03-30,0.991,12,21836.57,0.293
100165033,HUGHIES HEIGHTS,2017-04-24,0.994,12,13615.4,0.258
100165156,KINDE ONE STOP SHOP,2017-04-13,0.622,12,11124,0.348
100165392,PLUGIN,2017-03-28,0.989,12,27844.97,0.326
100165782,Sweeties Diner,2017-03-21,0.505,12,19378.93,0.249
100165804,BOATYARD GRILLE,2017-03-21,0.685,12,16268.12,0.322
100166188,FRESH TWIST,2019-05-02,0.907,12,17532.13,0.327
100166334,SPRINGBROOK GOLF COURSE,2017-04-12,0.707,12,12264.97,0.232
100166335,NAPERBROOK GOLF COURSE,2017-04-11,0.373,12,14581.39,0.255
100166854,KENNEY STORE LLC (THE),2017-08-17,0.986,12,12827.88,0.145
100166913,ARGENTO'S ITALIAN BISTRO,2017-04-28,0.594,12,18332.08,0.119
100166997,WILL & CO CAFE,2024-02-27,0.813,12,19158.75,0.232
100166999,IZUMI JAPANESE RESTAURANT,2024-02-28,0.942,12,36142.17,0.071
100167067,LONE STAR CHARLIE'S FAMILY RESTAURANT,2017-04-17,0.069,12,19918.64,0.206
100167387,PORT DRIVE - IN,2017-04-14,0.826,12,20822.49,0.24
100167825,RAMMLER GOLF CORP,2017-04-27,0.982,12,22838.5,0.298
100167883,GRAYHAWK LANDING,2024-03-04,2.228,12,10268.66,0.442
100168077,WOOD FIRED UP,2018-05-31,0.994,12,14995.55,0.252
100168280,SHADYHILL SPEEDWAY,2017-05-04,0.991,12,24020.72,0.445
100169610,BAVARIAN BAKERY AND DELI,2017-07-31,0.943,12,14440.97,0.247
100171016,MR BIBS,2017-06-05,1.092,12,55113.79,0.27
100171186,CARNICERIA AGUAS CALIENTES,2023-08-02,1,12,13582.78,0.302
100171557,PINNACLE CATERING,2024-07-11,0.984,12,53998.09,0.309
100172205,CHINOOK CAMPGROUND,2017-06-22,0.99,12,23598.12,0.316
100172353,BOARDWALK CAFE,2017-06-29,0.98,12,56969.49,0.357
100172650,YMCA CAMP COSBY (FOOD),2017-09-13,0.988,12,40731.78,0.214
100172670,WAGON WHEEL REST,2017-09-12,0.984,12,13805.59,0.246
100172702,TUSCALOOSA ACADEMY,2017-09-15,0.953,12,23189.07,0.334
100172733,BAR B Q PLACE & MORE,2017-09-14,1,12,26952.62,0.117
100172739,TENDER LOVING CARE - TUSC,2017-09-14,1.142,12,15542.78,0.505
100172766,SUNSHINE FOOD #240 (M&R LLC),2017-09-11,0.988,12,8782.29,0.307
100172792,Spring Creek Grocery AMA 7861036,2017-09-13,0.708,12,15849.19,0.275
100172838,LARKIN'S RESTAURANT AND DELI,2017-09-11,0.782,12,35169.22,0.272
100172842,BAMA BOYS BBQ,2017-09-13,0.945,12,62609.04,0.209
100172849,Cottondale Texaco AMA 7861016,2017-09-12,0.817,12,43097.88,0.095
100173176,JOHNS BAR B QUE INC- MOULTON FS,2017-09-12,0.964,12,15676.62,0.187
100173294,Geezburger,2022-09-20,0.956,12,11444.38,0.131
100173303,411 DRIVE IN THEATRE LLC,2017-09-14,1,12,31888.45,0.234
100173322,FAUNSDALE CAFE,2017-09-11,0.987,12,9799.62,0.229
100173478,CANEBRAKE CLUB LLC,2022-03-04,0.769,12,16023.47,0.21
100173480,CREATIVE MONTESSORI SCHOOL,2017-09-15,0.82,12,21531.84,0.364
100173490,Holly Pond Cafe,2021-02-08,0.785,12,23834.59,0.362
100173494,SUNOCO,2017-09-22,0.604,12,12343.31,0.253
100173514,COSTAS MEDITERRANEAN CAFE,2017-09-12,0.714,12,20424.07,0.164
100173591,LECROYS RESTAURANT,2019-09-04,0.983,12,14921.24,0.2
100173661,ARCTIC SNOW- LEESBURG,2017-09-14,0.814,12,13256.93,0.204
100173698,ALBERTVILLE HOME BAKERY,2017-09-15,0.983,12,12825.62,0.297
100173799,BOYS & GIRLS CLUB OF THE MUSKEGON LS,2021-06-17,0.983,12,22401.99,0.378
100174169,MONTEVERDE,2023-08-03,0.391,12,10081.89,0.477
100174509,PIZZA DAYS,2017-07-06,0.999,12,42971.12,0.217
100174864,CARACAS BISTRO,2017-07-27,0.338,12,23493.02,0.395
100175708,CAMPUS POLLYEYES-FINDLAY,2017-10-20,0.751,12,12601.47,0.251
100175739,VIOLA & AGNES CAFE,2018-03-21,0.952,12,61737.87,0.323
100175935,EATTHAI RESTAURANT,2017-08-02,0.791,12,14399.7,0.248
100176366,SAGINAW MOONEY'S,2017-08-09,1.001,12,57903.13,0.39
100176390,LOGANSPORT HOLIDAY INN EXPRESS,2024-02-27,0.721,12,19608.54,0.4
100176399,TIPP CITY HOLIDAY INN EXPRESS,2024-02-27,0.987,12,14280.11,0.207
100177126,WALNUT LEAF COUNTRY MARKET,2017-08-10,0.56,12,19724.07,0.33
100177850,DUKES OF HIGHLAND,2023-11-02,0.614,12,15208.48,0.268
100177857,PRIME CINCINNATI,2017-10-03,0.046,12,28922.01,0.287
100178520,RISE N ROLL VALPARAISO,2017-12-04,1,12,10964.22,0.272
100178676,LOS ARCOS MEXICAN RESTAURANT,2017-10-19,0.985,12,14993.65,0.202
100179036,NICKS GRILL,2017-08-31,0.987,12,16932.04,0.239
100179532,JACKIE LEE'S,2018-07-18,0.901,12,14511.03,0.277
100179965,TUSCANY FALLS BANQUETS,2017-09-28,0.932,12,29245.12,0.257
100182111,LICKETY SPLIT,2024-04-05,0.569,12,19754.16,0.233
100182154,PASQUALE'S PINES,2023-05-05,0.962,12,20242.63,0.116
100182433,PIG DOG PUB,2023-10-31,0.932,12,16498.25,0.223
100183714,Red's Good News,2022-12-14,0.969,12,26572.43,0.224
100185099,MIDTOWN SHANGRI-LA,2017-09-26,0.986,12,15592.73,0.174
100185993,STEVE'S DAKOTA GRILL- MARION,2023-05-09,0.628,12,11728.58,0.029
100186146,ROMA BAKERY,2018-01-03,0.549,12,31503.08,0.236
100186898,New York Pizza,2021-08-13,0.787,12,21753.26,0.075
100187437,Viking Pizza Company,2017-10-06,1,12,59716.66,0.158
